project_id,project_name,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,gc_name,architect,engineer_of_record,original_duration_days,project_type,sov_total_scheduled_value,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,total_estimated_cost,total_cos,approved_cos,rejected_cos,total_co_value,approved_co_value,rejected_co_value,upstream_design_cos,co_rejection_rate_pct,upstream_design_co_pct,revised_contract_value,builtin_margin_usd,builtin_margin_pct
PRJ-2022-369,Louisville Edge Data Center - Thermal Management,16822000,2022-01-02,2023-03-29,0.1,Net 30,DPR Construction,Perkins&Will,Henderson Engineers,451,Medium,16822000,8456000,3948600,4085000,812600,17302200,12,7,5,2425600,1141500,1284100.0,4.0,41.7,33.3,17963500,-480200,-2.85
PRJ-2022-370,Richmond Mixed-Income Housing - Climate Control,3301000,2022-03-16,2023-01-16,0.1,Net 30,Turner Construction,HKS,AEI,306,Small,3301000,1840600,729600,754600,181800,3506600,9,8,1,556800,508200,48600.0,4.0,11.1,44.4,3809200,-205600,-6.23
PRJ-2022-371,Albuquerque Hospital - Mechanical Systems Renovation,43335000,2022-04-01,2022-12-27,0.1,Net 30,JE Dunn,HKS,ARUP,270,Large,43335000,21546100,8802300,10048100,2701400,43097900,10,8,2,5645400,4262100,1383300.0,1.0,20.0,10.0,47597100,237100,0.55
PRJ-2022-372,Pittsburgh Business Center - MEP Systems,7056000,2022-01-10,2024-01-08,0.1,Net 30,Skanska USA,Gensler,ARUP,728,Medium,7056000,3201100,1356100,1736800,326200,6620200,12,6,6,889400,314900,574500.0,2.0,50.0,16.7,7370900,435800,6.18
PRJ-2022-373,Las Vegas Elementary Campus - Climate Systems,7091000,2022-02-07,2022-12-07,0.1,Net 30,Skanska USA,Gensler,ARUP,303,Medium,7091000,3710700,1341300,1947600,394400,7394000,5,4,1,563100,391500,171600.0,,20.0,0.0,7482500,-303000,-4.27
PRJ-2022-374,Houston Colocation Facility - HVAC,5458000,2022-03-06,2023-07-03,0.1,Net 30,JE Dunn,HKS,ARUP,484,Medium,5458000,2679700,1124600,1096600,294400,5195300,20,15,5,1427800,1285900,141900.0,7.0,25.0,35.0,6743900,262700,4.81
PRJ-2022-375,Pittsburgh Mixed-Income Housing - Climate Control,11214000,2022-03-04,2024-02-14,0.1,Net 30,Mortenson,HKS,WSP,712,Medium,11214000,5317100,2315500,2589900,688600,10911100,12,9,3,2468000,2024700,443300.0,2.0,25.0,16.7,13238700,302900,2.7
PRJ-2022-376,Columbus Regional Medical Center - HVAC Upgrade,36501000,2022-01-21,2023-12-31,0.1,Net 30,DPR Construction,Perkins&Will,AEI,709,Large,36501000,17445500,7035500,8237000,2643500,35361500,10,8,2,5410300,4062800,1347500.0,7.0,20.0,70.0,40563800,1139500,3.12
PRJ-2022-377,Louisville Corporate Campus - HVAC Systems,8864000,2022-02-18,2023-01-20,0.1,Net 30,JE Dunn,HOK,Henderson Engineers,336,Medium,8864000,4611300,1984700,2268800,570100,9434900,6,3,3,1086600,689900,396700.0,,50.0,0.0,9553900,-570900,-6.44
PRJ-2022-378,Raleigh Elementary Campus - Climate Systems,9195000,2022-02-24,2022-09-14,0.1,Net 30,DPR Construction,SmithGroup,AEI,202,Medium,9195000,4715800,2081400,2298800,581500,9677500,5,5,0,49300,49300,,1.0,0.0,20.0,9244300,-482500,-5.25
PRJ-2022-379,Pittsburgh Data Center - Precision Cooling Systems,11816000,2022-02-16,2023-05-21,0.1,Net 30,Mortenson,HKS,ARUP,459,Medium,11816000,5682800,2190000,2773900,783500,11430200,16,10,6,2334100,1354700,979400.0,4.0,37.5,25.0,13170700,385800,3.27
PRJ-2022-380,Portland Mixed-Income Housing - Climate Control,17710000,2022-02-22,2023-08-23,0.1,Net 30,DPR Construction,HOK,AEI,547,Medium,17710000,8459700,3754000,4019300,1165300,17398300,9,5,4,2549600,1462200,1087400.0,3.0,44.4,33.3,19172200,311700,1.76
PRJ-2023-381,Pittsburgh Surgery Center - Climate Control,41186000,2023-02-03,2024-06-13,0.1,Net 30,Turner Construction,Gensler,Henderson Engineers,496,Large,41186000,22662200,9772800,9365700,2946900,44747600,7,5,2,3287300,2289700,997600.0,1.0,28.6,14.3,43475700,-3561600,-8.65
PRJ-2023-382,Baltimore Corporate Campus - HVAC Systems,10081000,2023-03-29,2024-07-20,0.1,Net 30,Skanska USA,HOK,WSP,479,Medium,10081000,5240500,2209600,2643000,721800,10814900,7,2,5,1190300,451100,739200.0,3.0,71.4,42.9,10532100,-733900,-7.28
PRJ-2023-383,Pittsburgh High School - New Construction,3222000,2023-01-17,2024-10-09,0.1,Net 30,Mortenson,Perkins&Will,AEI,631,Small,3222000,1612700,665100,742700,197100,3217600,8,7,1,161300,182300,-21000.0,1.0,12.5,12.5,3404300,4400,0.14
PRJ-2023-384,Minneapolis Colocation Facility - HVAC,16654000,2023-02-02,2024-03-14,0.1,Net 30,Turner Construction,HOK,Henderson Engineers,406,Medium,16654000,8555500,3512800,3574700,1032300,16675300,12,11,1,3007900,2820700,187200.0,6.0,8.3,50.0,19474700,-21300,-0.13
PRJ-2023-385,Houston Senior Living - HVAC Upgrade,11398000,2023-02-03,2024-09-28,0.1,Net 30,Mortenson,HKS,AEI,603,Medium,11398000,6366900,2625200,2802100,732200,12526400,8,6,2,2015100,1506500,508600.0,,25.0,0.0,12904500,-1128400,-9.9
PRJ-2023-386,Sacramento Regional Medical Center - HVAC Upgrade,14714000,2023-02-23,2024-02-22,0.1,Net 30,DPR Construction,Perkins&Will,ARUP,364,Medium,14714000,6638200,2785700,3551300,872500,13847700,4,2,2,982300,296800,685500.0,2.0,50.0,50.0,15010800,866300,5.89
PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,6827000,2023-02-25,2024-05-18,0.1,Net 30,DPR Construction,Perkins&Will,WSP,448,Medium,6827000,3308300,1256700,1517200,429700,6511900,20,18,2,2599700,2402300,197400.0,7.0,10.0,35.0,9229300,315100,4.62
PRJ-2023-388,Tampa High School - New Construction,11540000,2023-01-25,2024-12-23,0.1,Net 30,Turner Construction,HOK,WSP,698,Medium,11540000,6151100,2510000,3321300,787300,12769700,11,9,2,2077000,1806200,270800.0,3.0,18.2,27.3,13346200,-1229700,-10.66
PRJ-2023-389,Houston Edge Data Center - Thermal Management,16458000,2023-03-19,2023-07-22,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,125,Medium,16458000,8427200,3591000,3514200,977700,16510100,4,2,2,517600,343500,174100.0,1.0,50.0,25.0,16801500,-52100,-0.32
PRJ-2023-390,Louisville Apartment Complex - MEP,9884000,2023-01-26,2024-10-18,0.1,Net 30,JE Dunn,SmithGroup,ARUP,631,Medium,9884000,5158100,2188400,2482700,657700,10486900,18,13,5,1771400,1273300,498100.0,4.0,27.8,22.2,11157300,-602900,-6.1
PRJ-2023-391,Pittsburgh Regional Medical Center - HVAC Upgrade,9340000,2023-02-22,2024-06-04,0.1,Net 30,Mortenson,Gensler,ARUP,468,Medium,9340000,4756100,1882900,2596800,660900,9896700,19,15,4,2556400,2306800,249600.0,9.0,21.1,47.4,11646800,-556700,-5.96
PRJ-2023-392,Las Vegas Corporate Campus - HVAC Systems,9070000,2023-02-03,2023-11-06,0.1,Net 30,DPR Construction,Perkins&Will,Syska Hennessy,276,Medium,9070000,4848000,2032600,2334500,524900,9740000,6,4,2,658400,277000,381400.0,1.0,33.3,16.7,9347000,-670000,-7.39
PRJ-2023-393,Las Vegas High School - New Construction,5279000,2023-01-20,2024-07-05,0.1,Net 30,Turner Construction,HKS,WSP,532,Medium,5279000,2607400,1076400,1124600,276700,5085100,7,7,0,130600,130600,,1.0,0.0,14.3,5409600,193900,3.67
PRJ-2023-394,Pittsburgh Edge Data Center - Thermal Management,11747000,2023-02-23,2024-01-21,0.1,Net 30,Skanska USA,HOK,ARUP,332,Medium,11747000,5731600,2393800,2831700,689800,11646900,7,5,2,1006100,625500,380600.0,3.0,28.6,42.9,12372500,100100,0.85
PRJ-2023-395,Tampa Senior Living - HVAC Upgrade,3591000,2023-02-20,2023-09-08,0.1,Net 30,Skanska USA,SmithGroup,WSP,200,Small,3591000,1827500,821000,971000,216400,3835900,5,3,2,271800,208300,63500.0,2.0,40.0,40.0,3799300,-244900,-6.82
PRJ-2023-396,Tampa Hospital - Mechanical Systems Renovation,21976000,2023-03-30,2024-01-28,0.1,Net 30,Turner Construction,Perkins&Will,AEI,304,Large,21976000,11295000,4790900,4806900,1443100,22335900,9,7,2,2852200,2257100,595100.0,2.0,22.2,22.2,24233100,-359900,-1.64
PRJ-2023-397,Sacramento Corporate Campus - HVAC Systems,24152000,2023-03-22,2024-08-10,0.1,Net 30,Skanska USA,Gensler,Henderson Engineers,507,Large,24152000,11344500,4422900,6103300,1335600,23206300,11,7,4,4540800,3012800,1528000.0,2.0,36.4,18.2,27164800,945700,3.92
PRJ-2023-398,Denver Middle School - HVAC Systems,7209000,2023-02-18,2024-07-13,0.1,Net 30,DPR Construction,HOK,Syska Hennessy,511,Medium,7209000,3404200,1387700,1515700,427300,6734900,12,8,4,1223600,886700,336900.0,4.0,33.3,33.3,8095700,474100,6.58
PRJ-2023-399,Louisville Edge Data Center - Thermal Management,8502000,2023-01-20,2025-01-25,0.1,Net 30,JE Dunn,Perkins&Will,Henderson Engineers,736,Medium,8502000,4071200,1566200,2168800,389200,8195400,16,13,3,2392600,1875200,517400.0,4.0,18.8,25.0,10377200,306600,3.61
PRJ-2023-400,Columbus Apartment Complex - MEP,9928000,2023-02-25,2024-02-28,0.1,Net 30,Turner Construction,HKS,WSP,368,Medium,9928000,4833200,1923900,2313100,539300,9609500,6,5,1,1420600,1343000,77600.0,3.0,16.7,50.0,11271000,318500,3.21
