project_id,sov_line_id,line_number,description,application_number,scheduled_value,previous_billed,this_period,total_billed,pct_complete,pct_manually_adjusted,balance_to_finish
PRJ-2018-015,PRJ-2018-015-SOV-04,4,Ductwork - Installation,20,2403800,2365600,32900,2398500,99.8,True,5300
PRJ-2018-015,PRJ-2018-015-SOV-05,5,Piping - Hydronic Systems,20,1833800,1808500,23900,1832400,99.9,True,1400
PRJ-2018-015,PRJ-2018-015-SOV-06,6,Piping - Refrigerant,20,1372900,1356000,15900,1371900,99.9,True,1000
PRJ-2018-015,PRJ-2018-015-SOV-07,7,Equipment - RTUs/AHUs,20,3156400,3115500,36200,3151700,99.9,True,4700
PRJ-2018-015,PRJ-2018-015-SOV-08,8,Equipment - Chillers/Boilers,20,2572900,2540400,28200,2568600,99.8,True,4300
PRJ-2018-015,PRJ-2018-015-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,2048700,2028800,16900,2045700,99.9,True,3000
PRJ-2018-015,PRJ-2018-015-SOV-10,10,Controls - DDC/BAS Installation,20,1502100,1448300,16900,1465200,97.5,True,36900
PRJ-2018-015,PRJ-2018-015-SOV-11,11,Controls - Programming & Commissioning,20,1035500,995700,14100,1009800,97.5,True,25700
PRJ-2018-015,PRJ-2018-015-SOV-12,12,Insulation,20,1073000,1030900,16500,1047400,97.6,True,25600
PRJ-2018-015,PRJ-2018-015-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,467100,449000,7700,456700,97.8,True,10400
PRJ-2018-015,PRJ-2018-015-SOV-14,14,Startup & Commissioning Support,20,571800,552900,7000,559900,97.9,True,11900
PRJ-2018-015,PRJ-2018-015-SOV-15,15,Closeout Documentation & Training,20,294400,281700,6300,288000,97.8,True,6400
PRJ-2018-016,PRJ-2018-016-SOV-01,1,General Conditions & Project Management,15,1350500,1350400,100,1350500,100.0,False,0
PRJ-2018-016,PRJ-2018-016-SOV-02,2,Submittals & Engineering,15,519000,518900,100,519000,100.0,False,0
PRJ-2018-016,PRJ-2018-016-SOV-03,3,Ductwork - Fabrication,20,1656900,1636600,17000,1653600,99.8,False,3300
PRJ-2018-016,PRJ-2018-016-SOV-04,4,Ductwork - Installation,20,2293100,2262100,27900,2290000,99.9,True,3100
PRJ-2018-016,PRJ-2018-016-SOV-05,5,Piping - Hydronic Systems,20,2077900,2049100,26100,2075200,99.9,True,2700
PRJ-2018-016,PRJ-2018-016-SOV-06,6,Piping - Refrigerant,20,1139000,1129100,9100,1138200,99.9,True,800
PRJ-2018-016,PRJ-2018-016-SOV-07,7,Equipment - RTUs/AHUs,20,2394400,2368100,21800,2389900,99.8,True,4500
PRJ-2018-016,PRJ-2018-016-SOV-08,8,Equipment - Chillers/Boilers,20,2573300,2543600,26100,2569700,99.9,True,3600
PRJ-2018-016,PRJ-2018-016-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,1677800,1659900,16300,1676200,99.9,False,1600
PRJ-2018-016,PRJ-2018-016-SOV-10,10,Controls - DDC/BAS Installation,20,1287000,1244300,12000,1256300,97.6,True,30700
PRJ-2018-016,PRJ-2018-016-SOV-11,11,Controls - Programming & Commissioning,20,895300,859100,14400,873500,97.6,True,21800
PRJ-2018-016,PRJ-2018-016-SOV-12,12,Insulation,20,1110400,1070400,12700,1083100,97.5,True,27300
PRJ-2018-016,PRJ-2018-016-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,506700,488300,7000,495300,97.8,True,11400
PRJ-2018-016,PRJ-2018-016-SOV-14,14,Startup & Commissioning Support,20,504000,488000,5100,493100,97.8,True,10900
PRJ-2018-016,PRJ-2018-016-SOV-15,15,Closeout Documentation & Training,20,286700,274600,5400,280000,97.7,True,6700
PRJ-2018-017,PRJ-2018-017-SOV-01,1,General Conditions & Project Management,10,1647200,1647000,200,1647200,100.0,False,0
PRJ-2018-017,PRJ-2018-017-SOV-02,2,Submittals & Engineering,9,481400,481200,200,481400,100.0,False,0
PRJ-2018-017,PRJ-2018-017-SOV-03,3,Ductwork - Fabrication,11,2169900,2095800,67500,2163300,99.7,False,6600
PRJ-2018-017,PRJ-2018-017-SOV-04,4,Ductwork - Installation,11,2295600,2216300,73100,2289400,99.7,True,6200
PRJ-2018-017,PRJ-2018-017-SOV-05,5,Piping - Hydronic Systems,11,1628600,1574000,48600,1622600,99.6,True,6000
PRJ-2018-017,PRJ-2018-017-SOV-06,6,Piping - Refrigerant,11,838000,807700,27700,835400,99.7,True,2600
PRJ-2018-017,PRJ-2018-017-SOV-07,7,Equipment - RTUs/AHUs,11,2984500,2882000,86200,2968200,99.5,True,16300
PRJ-2018-017,PRJ-2018-017-SOV-08,8,Equipment - Chillers/Boilers,11,1687200,1629400,54300,1683700,99.8,False,3500
PRJ-2018-017,PRJ-2018-017-SOV-09,9,Equipment - Terminal Units (VAV/FCU),11,1281200,1235400,43500,1278900,99.8,True,2300
PRJ-2018-017,PRJ-2018-017-SOV-10,10,Controls - DDC/BAS Installation,11,1395400,1308200,49600,1357800,97.3,False,37600
PRJ-2018-017,PRJ-2018-017-SOV-11,11,Controls - Programming & Commissioning,11,859100,803500,35600,839100,97.7,True,20000
PRJ-2018-017,PRJ-2018-017-SOV-12,12,Insulation,11,924500,866500,32100,898600,97.2,False,25900
PRJ-2018-017,PRJ-2018-017-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",11,418500,388700,20400,409100,97.8,True,9400
PRJ-2018-017,PRJ-2018-017-SOV-14,14,Startup & Commissioning Support,11,544200,507500,22700,530200,97.4,True,14000
PRJ-2018-017,PRJ-2018-017-SOV-15,15,Closeout Documentation & Training,11,227700,211800,11200,223000,97.9,True,4700
PRJ-2018-018,PRJ-2018-018-SOV-01,1,General Conditions & Project Management,15,748100,747000,1100,748100,100.0,False,0
PRJ-2018-018,PRJ-2018-018-SOV-02,2,Submittals & Engineering,16,206600,206500,100,206600,100.0,False,0
PRJ-2018-018,PRJ-2018-018-SOV-03,3,Ductwork - Fabrication,21,910000,892500,15600,908100,99.8,False,1900
PRJ-2018-018,PRJ-2018-018-SOV-04,4,Ductwork - Installation,21,1002600,985200,15500,1000700,99.8,True,1900
PRJ-2018-018,PRJ-2018-018-SOV-05,5,Piping - Hydronic Systems,21,1067200,1048000,16200,1064200,99.7,True,3000
PRJ-2018-018,PRJ-2018-018-SOV-06,6,Piping - Refrigerant,21,472600,464100,8200,472300,99.9,True,300
PRJ-2018-018,PRJ-2018-018-SOV-07,7,Equipment - RTUs/AHUs,21,1328400,1304200,22300,1326500,99.9,True,1900
PRJ-2018-018,PRJ-2018-018-SOV-08,8,Equipment - Chillers/Boilers,21,1139000,1119600,18600,1138200,99.9,True,800
PRJ-2018-018,PRJ-2018-018-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,903000,886800,14900,901700,99.9,True,1300
PRJ-2018-018,PRJ-2018-018-SOV-10,10,Controls - DDC/BAS Installation,21,655000,625900,13300,639200,97.6,True,15800
PRJ-2018-018,PRJ-2018-018-SOV-11,11,Controls - Programming & Commissioning,21,302100,288600,5700,294300,97.4,True,7800
PRJ-2018-018,PRJ-2018-018-SOV-12,12,Insulation,21,540800,516800,10800,527600,97.6,True,13200
PRJ-2018-018,PRJ-2018-018-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,226100,215900,5000,220900,97.7,False,5200
PRJ-2018-018,PRJ-2018-018-SOV-14,14,Startup & Commissioning Support,21,214900,205300,4400,209700,97.6,True,5200
PRJ-2018-018,PRJ-2018-018-SOV-15,15,Closeout Documentation & Training,21,103600,99000,2300,101300,97.8,True,2300
PRJ-2018-019,PRJ-2018-019-SOV-01,1,General Conditions & Project Management,22,1505600,1505500,100,1505600,100.0,False,0
PRJ-2018-019,PRJ-2018-019-SOV-02,2,Submittals & Engineering,20,476000,475900,100,476000,100.0,False,0
PRJ-2018-019,PRJ-2018-019-SOV-03,3,Ductwork - Fabrication,29,1659900,1637400,18600,1656000,99.8,True,3900
PRJ-2018-019,PRJ-2018-019-SOV-04,4,Ductwork - Installation,29,1929100,1904800,22900,1927700,99.9,True,1400
PRJ-2018-019,PRJ-2018-019-SOV-05,5,Piping - Hydronic Systems,29,1703600,1681800,19300,1701100,99.9,True,2500
PRJ-2018-019,PRJ-2018-019-SOV-06,6,Piping - Refrigerant,29,837000,826100,9000,835100,99.8,True,1900
PRJ-2018-019,PRJ-2018-019-SOV-07,7,Equipment - RTUs/AHUs,29,3131000,3086700,40900,3127600,99.9,False,3400
PRJ-2018-019,PRJ-2018-019-SOV-08,8,Equipment - Chillers/Boilers,29,2463300,2431600,29700,2461300,99.9,True,2000
PRJ-2018-019,PRJ-2018-019-SOV-09,9,Equipment - Terminal Units (VAV/FCU),29,1567600,1546200,20600,1566800,99.9,True,800
PRJ-2018-019,PRJ-2018-019-SOV-10,10,Controls - DDC/BAS Installation,29,1819500,1752100,24600,1776700,97.6,True,42800
PRJ-2018-019,PRJ-2018-019-SOV-11,11,Controls - Programming & Commissioning,29,877100,844600,11600,856200,97.6,True,20900
PRJ-2018-019,PRJ-2018-019-SOV-12,12,Insulation,29,810500,780600,11100,791700,97.7,True,18800
PRJ-2018-019,PRJ-2018-019-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",29,524100,503900,9200,513100,97.9,False,11000
PRJ-2018-019,PRJ-2018-019-SOV-14,14,Startup & Commissioning Support,29,421300,404800,7300,412100,97.8,True,9200
PRJ-2018-019,PRJ-2018-019-SOV-15,15,Closeout Documentation & Training,29,241400,231900,4300,236200,97.8,True,5200
PRJ-2018-020,PRJ-2018-020-SOV-01,1,General Conditions & Project Management,15,670000,669900,100,670000,100.0,False,0
PRJ-2018-020,PRJ-2018-020-SOV-02,2,Submittals & Engineering,15,159900,159400,500,159900,100.0,False,0
PRJ-2018-020,PRJ-2018-020-SOV-03,3,Ductwork - Fabrication,21,776000,762300,12800,775100,99.9,True,900
PRJ-2018-020,PRJ-2018-020-SOV-04,4,Ductwork - Installation,21,914900,897300,15100,912400,99.7,True,2500
PRJ-2018-020,PRJ-2018-020-SOV-05,5,Piping - Hydronic Systems,21,830200,816100,12200,828300,99.8,True,1900
PRJ-2018-020,PRJ-2018-020-SOV-06,6,Piping - Refrigerant,21,351300,344800,5900,350700,99.8,True,600
PRJ-2018-020,PRJ-2018-020-SOV-07,7,Equipment - RTUs/AHUs,21,959200,942800,14000,956800,99.7,True,2400
PRJ-2018-020,PRJ-2018-020-SOV-08,8,Equipment - Chillers/Boilers,21,1003200,984600,16200,1000800,99.8,True,2400
PRJ-2018-020,PRJ-2018-020-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,551700,541000,8900,549900,99.7,True,1800
PRJ-2018-020,PRJ-2018-020-SOV-10,10,Controls - DDC/BAS Installation,21,736600,703400,15200,718600,97.6,True,18000
PRJ-2018-020,PRJ-2018-020-SOV-11,11,Controls - Programming & Commissioning,21,331700,317300,6200,323500,97.5,True,8200
PRJ-2018-020,PRJ-2018-020-SOV-12,12,Insulation,21,378100,361800,6900,368700,97.5,True,9400
PRJ-2018-020,PRJ-2018-020-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,248800,237700,5400,243100,97.7,False,5700
PRJ-2018-020,PRJ-2018-020-SOV-14,14,Startup & Commissioning Support,21,152900,145700,3500,149200,97.6,True,3700
PRJ-2018-020,PRJ-2018-020-SOV-15,15,Closeout Documentation & Training,21,130500,124400,3000,127400,97.6,True,3100
PRJ-2018-021,PRJ-2018-021-SOV-01,1,General Conditions & Project Management,19,3297900,3297400,500,3297900,100.0,False,0
PRJ-2018-021,PRJ-2018-021-SOV-02,2,Submittals & Engineering,19,1739300,1738500,800,1739300,100.0,False,0
PRJ-2018-021,PRJ-2018-021-SOV-03,3,Ductwork - Fabrication,26,5099100,5029200,63100,5092300,99.9,True,6800
PRJ-2018-021,PRJ-2018-021-SOV-04,4,Ductwork - Installation,26,6846700,6756200,75400,6831600,99.8,True,15100
PRJ-2018-021,PRJ-2018-021-SOV-05,5,Piping - Hydronic Systems,26,5071300,5001400,58400,5059800,99.8,True,11500
PRJ-2018-021,PRJ-2018-021-SOV-06,6,Piping - Refrigerant,26,2950300,2914900,31400,2946300,99.9,True,4000
PRJ-2018-021,PRJ-2018-021-SOV-07,7,Equipment - RTUs/AHUs,26,8750600,8630100,102000,8732100,99.8,True,18500
PRJ-2018-021,PRJ-2018-021-SOV-08,8,Equipment - Chillers/Boilers,26,5318300,5247000,67800,5314800,99.9,True,3500
PRJ-2018-021,PRJ-2018-021-SOV-09,9,Equipment - Terminal Units (VAV/FCU),26,3192600,3147800,40300,3188100,99.9,True,4500
PRJ-2018-021,PRJ-2018-021-SOV-10,10,Controls - DDC/BAS Installation,26,3557200,3421700,52200,3473900,97.7,True,83300
PRJ-2018-021,PRJ-2018-021-SOV-11,11,Controls - Programming & Commissioning,26,1543900,1488400,17800,1506200,97.6,True,37700
PRJ-2018-021,PRJ-2018-021-SOV-12,12,Insulation,26,2600900,2501200,38600,2539800,97.7,True,61100
PRJ-2018-021,PRJ-2018-021-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",26,1208000,1160600,21500,1182100,97.9,True,25900
PRJ-2018-021,PRJ-2018-021-SOV-14,14,Startup & Commissioning Support,26,1044000,1003000,16900,1019900,97.7,False,24100
PRJ-2018-021,PRJ-2018-021-SOV-15,15,Closeout Documentation & Training,26,946900,913000,12400,925400,97.7,True,21500
PRJ-2018-022,PRJ-2018-022-SOV-01,1,General Conditions & Project Management,13,2661500,2661400,100,2661500,100.0,False,0
PRJ-2018-022,PRJ-2018-022-SOV-02,2,Submittals & Engineering,13,778500,778200,300,778500,100.0,False,0
PRJ-2018-022,PRJ-2018-022-SOV-03,3,Ductwork - Fabrication,16,3313800,3234200,72600,3306800,99.8,True,7000
PRJ-2018-022,PRJ-2018-022-SOV-04,4,Ductwork - Installation,16,4039500,3940100,82900,4023000,99.6,False,16500
PRJ-2018-022,PRJ-2018-022-SOV-05,5,Piping - Hydronic Systems,16,3071500,2992800,74000,3066800,99.8,True,4700
PRJ-2018-022,PRJ-2018-022-SOV-06,6,Piping - Refrigerant,16,2106800,2057600,45100,2102700,99.8,False,4100
PRJ-2018-022,PRJ-2018-022-SOV-07,7,Equipment - RTUs/AHUs,16,5630000,5500100,120400,5620500,99.8,True,9500
PRJ-2018-022,PRJ-2018-022-SOV-08,8,Equipment - Chillers/Boilers,16,2657000,2590100,65500,2655600,99.9,True,1400
PRJ-2018-022,PRJ-2018-022-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,2810600,2742300,65200,2807500,99.9,True,3100
PRJ-2018-022,PRJ-2018-022-SOV-10,10,Controls - DDC/BAS Installation,16,1947600,1850600,50700,1901300,97.6,True,46300
PRJ-2018-022,PRJ-2018-022-SOV-11,11,Controls - Programming & Commissioning,16,1110800,1056100,28300,1084400,97.6,True,26400
PRJ-2018-022,PRJ-2018-022-SOV-12,12,Insulation,16,1283800,1217700,33800,1251500,97.5,True,32300
PRJ-2018-022,PRJ-2018-022-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,1209400,1143200,37900,1181100,97.7,True,28300
PRJ-2018-022,PRJ-2018-022-SOV-14,14,Startup & Commissioning Support,16,645400,611400,19700,631100,97.8,True,14300
PRJ-2018-022,PRJ-2018-022-SOV-15,15,Closeout Documentation & Training,16,396800,375900,11200,387100,97.6,True,9700
PRJ-2018-023,PRJ-2018-023-SOV-01,1,General Conditions & Project Management,16,639100,638800,300,639100,100.0,False,0
PRJ-2018-023,PRJ-2018-023-SOV-02,2,Submittals & Engineering,16,321200,321100,100,321200,100.0,False,0
PRJ-2018-023,PRJ-2018-023-SOV-03,3,Ductwork - Fabrication,21,679400,666100,11200,677300,99.7,False,2100
PRJ-2018-023,PRJ-2018-023-SOV-04,4,Ductwork - Installation,21,1176700,1155600,20100,1175700,99.9,True,1000
PRJ-2018-023,PRJ-2018-023-SOV-05,5,Piping - Hydronic Systems,21,674000,661600,11900,673500,99.9,True,500
PRJ-2018-023,PRJ-2018-023-SOV-06,6,Piping - Refrigerant,21,505900,497200,7300,504500,99.7,True,1400
PRJ-2018-023,PRJ-2018-023-SOV-07,7,Equipment - RTUs/AHUs,21,1145100,1124100,19000,1143100,99.8,True,2000
PRJ-2018-023,PRJ-2018-023-SOV-08,8,Equipment - Chillers/Boilers,21,1158300,1138500,18100,1156600,99.9,True,1700
PRJ-2018-023,PRJ-2018-023-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,681200,669000,11000,680000,99.8,True,1200
PRJ-2018-023,PRJ-2018-023-SOV-10,10,Controls - DDC/BAS Installation,21,574900,549500,10400,559900,97.4,False,15000
PRJ-2018-023,PRJ-2018-023-SOV-11,11,Controls - Programming & Commissioning,21,307200,293900,5800,299700,97.6,True,7500
PRJ-2018-023,PRJ-2018-023-SOV-12,12,Insulation,21,405100,387300,8400,395700,97.7,True,9400
PRJ-2018-023,PRJ-2018-023-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,274300,262000,5700,267700,97.6,False,6600
PRJ-2018-023,PRJ-2018-023-SOV-14,14,Startup & Commissioning Support,21,221100,211300,4500,215800,97.6,False,5300
PRJ-2018-023,PRJ-2018-023-SOV-15,15,Closeout Documentation & Training,21,98500,94200,2000,96200,97.7,True,2300
PRJ-2018-024,PRJ-2018-024-SOV-01,1,General Conditions & Project Management,13,1600400,1600300,100,1600400,100.0,False,0
PRJ-2018-024,PRJ-2018-024-SOV-02,2,Submittals & Engineering,12,651500,651400,100,651500,100.0,False,0
PRJ-2018-024,PRJ-2018-024-SOV-03,3,Ductwork - Fabrication,15,1968000,1917900,45000,1962900,99.7,True,5100
PRJ-2018-024,PRJ-2018-024-SOV-04,4,Ductwork - Installation,15,2169100,2116500,48600,2165100,99.8,True,4000
PRJ-2018-024,PRJ-2018-024-SOV-05,5,Piping - Hydronic Systems,15,1769600,1725500,41600,1767100,99.9,True,2500
PRJ-2018-024,PRJ-2018-024-SOV-06,6,Piping - Refrigerant,15,918100,895900,19600,915500,99.7,True,2600
PRJ-2018-024,PRJ-2018-024-SOV-07,7,Equipment - RTUs/AHUs,15,3480300,3390900,85700,3476600,99.9,False,3700
PRJ-2018-024,PRJ-2018-024-SOV-08,8,Equipment - Chillers/Boilers,15,1774100,1726500,41900,1768400,99.7,True,5700
PRJ-2018-024,PRJ-2018-024-SOV-09,9,Equipment - Terminal Units (VAV/FCU),15,1575900,1532300,38000,1570300,99.6,True,5600
PRJ-2018-024,PRJ-2018-024-SOV-10,10,Controls - DDC/BAS Installation,15,1466000,1387200,41900,1429100,97.5,True,36900
PRJ-2018-024,PRJ-2018-024-SOV-11,11,Controls - Programming & Commissioning,15,742600,704600,19200,723800,97.5,True,18800
PRJ-2018-024,PRJ-2018-024-SOV-12,12,Insulation,15,1157400,1098900,27300,1126200,97.3,False,31200
PRJ-2018-024,PRJ-2018-024-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",15,480000,453000,15200,468200,97.5,True,11800
PRJ-2018-024,PRJ-2018-024-SOV-14,14,Startup & Commissioning Support,15,539400,508700,17500,526200,97.6,True,13200
PRJ-2018-024,PRJ-2018-024-SOV-15,15,Closeout Documentation & Training,15,311600,293600,10000,303600,97.4,True,8000
PRJ-2018-025,PRJ-2018-025-SOV-01,1,General Conditions & Project Management,20,1583500,1583200,300,1583500,100.0,False,0
PRJ-2018-025,PRJ-2018-025-SOV-02,2,Submittals & Engineering,18,550300,530700,19600,550300,100.0,False,0
PRJ-2018-025,PRJ-2018-025-SOV-03,3,Ductwork - Fabrication,28,1646500,1623300,21100,1644400,99.9,True,2100
PRJ-2018-025,PRJ-2018-025-SOV-04,4,Ductwork - Installation,28,2254500,2223900,27600,2251500,99.9,True,3000
PRJ-2018-025,PRJ-2018-025-SOV-05,5,Piping - Hydronic Systems,28,2111400,2081200,29100,2110300,99.9,True,1100
PRJ-2018-025,PRJ-2018-025-SOV-06,6,Piping - Refrigerant,28,852500,840400,10900,851300,99.9,True,1200
PRJ-2018-025,PRJ-2018-025-SOV-07,7,Equipment - RTUs/AHUs,28,3120200,3077400,39200,3116600,99.9,True,3600
PRJ-2018-025,PRJ-2018-025-SOV-08,8,Equipment - Chillers/Boilers,28,1590200,1567400,19200,1586600,99.8,True,3600
PRJ-2018-025,PRJ-2018-025-SOV-09,9,Equipment - Terminal Units (VAV/FCU),28,1585900,1564100,19300,1583400,99.8,True,2500
PRJ-2018-025,PRJ-2018-025-SOV-10,10,Controls - DDC/BAS Installation,28,1771100,1704100,24900,1729000,97.6,True,42100
PRJ-2018-025,PRJ-2018-025-SOV-11,11,Controls - Programming & Commissioning,28,786700,755900,11100,767000,97.5,False,19700
PRJ-2018-025,PRJ-2018-025-SOV-12,12,Insulation,28,797200,765900,11900,777800,97.6,True,19400
PRJ-2018-025,PRJ-2018-025-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",28,519300,499400,9100,508500,97.9,True,10800
PRJ-2018-025,PRJ-2018-025-SOV-14,14,Startup & Commissioning Support,28,477500,459400,7500,466900,97.8,True,10600
PRJ-2018-025,PRJ-2018-025-SOV-15,15,Closeout Documentation & Training,28,240200,231100,3800,234900,97.8,False,5300
PRJ-2018-026,PRJ-2018-026-SOV-01,1,General Conditions & Project Management,15,412900,412500,400,412900,100.0,False,0
PRJ-2018-026,PRJ-2018-026-SOV-02,2,Submittals & Engineering,14,139500,139400,100,139500,100.0,False,0
PRJ-2018-026,PRJ-2018-026-SOV-03,3,Ductwork - Fabrication,20,597200,591400,5000,596400,99.9,True,800
PRJ-2018-026,PRJ-2018-026-SOV-04,4,Ductwork - Installation,20,523200,518900,3500,522400,99.8,True,800
PRJ-2018-026,PRJ-2018-026-SOV-05,5,Piping - Hydronic Systems,20,573700,568400,4600,573000,99.9,True,700
PRJ-2018-026,PRJ-2018-026-SOV-06,6,Piping - Refrigerant,20,277300,275100,2000,277100,99.9,True,200
PRJ-2018-026,PRJ-2018-026-SOV-07,7,Equipment - RTUs/AHUs,20,630400,620100,9500,629600,99.9,True,800
PRJ-2018-026,PRJ-2018-026-SOV-08,8,Equipment - Chillers/Boilers,20,598200,589500,7600,597100,99.8,True,1100
PRJ-2018-026,PRJ-2018-026-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,482500,476600,5500,482100,99.9,True,400
PRJ-2018-026,PRJ-2018-026-SOV-10,10,Controls - DDC/BAS Installation,20,431100,415100,5500,420600,97.6,True,10500
PRJ-2018-026,PRJ-2018-026-SOV-11,11,Controls - Programming & Commissioning,20,246900,238000,2800,240800,97.5,True,6100
PRJ-2018-026,PRJ-2018-026-SOV-12,12,Insulation,20,217500,208800,3500,212300,97.6,False,5200
PRJ-2018-026,PRJ-2018-026-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,172100,164900,3300,168200,97.7,True,3900
PRJ-2018-026,PRJ-2018-026-SOV-14,14,Startup & Commissioning Support,20,115400,111000,2000,113000,97.9,True,2400
PRJ-2018-026,PRJ-2018-026-SOV-15,15,Closeout Documentation & Training,20,70100,67100,1400,68500,97.7,True,1600
PRJ-2018-027,PRJ-2018-027-SOV-01,1,General Conditions & Project Management,18,868400,868200,200,868400,100.0,False,0
PRJ-2018-027,PRJ-2018-027-SOV-02,2,Submittals & Engineering,19,501200,501100,100,501200,100.0,False,0
PRJ-2018-027,PRJ-2018-027-SOV-03,3,Ductwork - Fabrication,25,1631500,1607900,19500,1627400,99.7,True,4100
PRJ-2018-027,PRJ-2018-027-SOV-04,4,Ductwork - Installation,25,1679300,1655100,20700,1675800,99.8,False,3500
PRJ-2018-027,PRJ-2018-027-SOV-05,5,Piping - Hydronic Systems,25,1352900,1333600,18200,1351800,99.9,True,1100
PRJ-2018-027,PRJ-2018-027-SOV-06,6,Piping - Refrigerant,25,634200,624800,8000,632800,99.8,True,1400
PRJ-2018-027,PRJ-2018-027-SOV-07,7,Equipment - RTUs/AHUs,25,2524600,2486800,32800,2519600,99.8,False,5000
PRJ-2018-027,PRJ-2018-027-SOV-08,8,Equipment - Chillers/Boilers,25,1239200,1221000,15900,1236900,99.8,True,2300
PRJ-2018-027,PRJ-2018-027-SOV-09,9,Equipment - Terminal Units (VAV/FCU),25,1170800,1154000,16200,1170200,99.9,True,600
PRJ-2018-027,PRJ-2018-027-SOV-10,10,Controls - DDC/BAS Installation,25,881100,846100,14200,860300,97.6,True,20800
PRJ-2018-027,PRJ-2018-027-SOV-11,11,Controls - Programming & Commissioning,25,635200,609900,9500,619400,97.5,True,15800
PRJ-2018-027,PRJ-2018-027-SOV-12,12,Insulation,25,620800,596600,9500,606100,97.6,True,14700
PRJ-2018-027,PRJ-2018-027-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",25,311800,299200,6000,305200,97.9,True,6600
PRJ-2018-027,PRJ-2018-027-SOV-14,14,Startup & Commissioning Support,25,301900,289700,5300,295000,97.7,True,6900
PRJ-2018-027,PRJ-2018-027-SOV-15,15,Closeout Documentation & Training,25,220100,211300,3800,215100,97.7,True,5000
PRJ-2018-028,PRJ-2018-028-SOV-01,1,General Conditions & Project Management,10,711600,701200,10400,711600,100.0,False,0
PRJ-2018-028,PRJ-2018-028-SOV-02,2,Submittals & Engineering,10,233200,231400,1800,233200,100.0,False,0
